plant,axis,metamer,organ,element,nitrates,starch,max_proteins,amino_acids,proteins,Nstruct,mstruct,fructan,sucrose,green_area,cytokinines
1,MS,10,blade,LeafElement1,0.000000,0.000000,85,6,85,0.00053,0.05,0.000000,90,0.00228,3.500000
